question,answer
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 9147 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5474 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 12606 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7031 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5488 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 6955 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 8445 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7839 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12708 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 14773 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10611 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10513 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10858 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 13304 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 9744 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 9040 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13421 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5322 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 6827 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 13235 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7391 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 10123 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 7229 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12873 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 5745 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5449 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 5438 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7492 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 14810 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 13087 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 12214 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 6460 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6699 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5166 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 6745 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 6365 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5555 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 12626 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 8607 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11111 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 11156 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5563 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8947 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5766 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 9063 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11587 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 13388 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 5212 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 6020 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 7663 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 9450 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 6855 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5063 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 9163 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10197 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12550 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5679 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7729 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9421 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11710 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9296 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5423 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 10863 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 9141 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 11225 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 5886 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 7246 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7684 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11363 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 13743 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 6771 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7490 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 13253 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7240 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 13592 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8136 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 14427 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 13514 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 12384 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 8400 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 14834 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 14395 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 14728 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 10132 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12862 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10421 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 9026 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7269 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8292 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 6912 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11320 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7998 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13778 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6688 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6955 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 9287 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11403 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12005 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5068 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 11043 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8146 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 14709 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8102 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 7315 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12834 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 13688 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11990 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 12685 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 11865 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 5901 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12815 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 14018 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 13025 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5477 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 12403 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 8320 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 11116 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 14769 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8765 kg/ha"
